CODES,DATES,RESULT
E1000180,2009/12/10,3.6258
E1000180,2009/12/11,3.6257
E1000180,2009/12/14,3.6348
E1000180,2009/12/15,3.6314
E1000180,2009/12/16,3.6339
E1000180,2009/12/17,3.6365
E1000180,2009/12/18,3.6393
E1000180,2009/12/21,3.6508
E1000180,2009/12/22,3.6507
E1000180,2009/12/23,3.6589
E1000180,2009/12/24,3.6565
E1000180,2009/12/25,3.6543
E1000180,2009/12/28,3.65
E1000180,2009/12/29,3.6426
E1000180,2009/12/30,3.6429
E1000180,2009/12/31,3.6422
E1000180,2010/01/04,3.6603
E1000180,2010/01/05,3.6606
E1000180,2010/01/06,3.6425
E1000180,2010/01/07,3.6543
E1000180,2010/01/08,3.6614
E1000180,2010/01/11,3.6696
E1000180,2010/01/12,3.6694
E1000180,2010/01/13,3.7053
E1000180,2010/01/14,3.6868
E1000180,2010/01/15,3.6871
E1000180,2010/01/18,3.6852
E1000180,2010/01/19,3.6559
E1000180,2010/01/20,3.64
E1000180,2010/01/21,3.6558
E1000180,2010/01/22,3.63
E1000180,2010/01/25,3.6
E1000180,2010/01/26,3.5838
E1000180,2010/01/27,3.5648
E1000180,2010/01/28,3.5879
E1000180,2010/01/29,3.58
E1000180,2010/02/01,3.5406
E1000180,2010/02/02,3.4956
E1000180,2010/02/03,3.4648
E1000180,2010/02/04,3.5006
E1000180,2010/02/05,3.4733
E1000180,2010/02/08,3.4706
E1000180,2010/02/09,3.4743
E1000180,2010/02/10,3.4615
E1000180,2010/02/11,3.4516
E1000180,2010/02/12,3.457
E1000180,2010/02/20,3.4889
E1000180,2010/02/21,3.4841
E1000180,2010/02/22,3.5149
E1000180,2010/02/23,3.51
E1000180,2010/02/24,3.4646
E1000180,2010/02/25,3.4448
E1000180,2010/02/26,3.3753
E1000180,2010/03/01,3.3613
E1000180,2010/03/02,3.3414
E1000180,2010/03/03,3.3169
E1000180,2010/03/04,3.3518
E1000180,2010/03/05,3.3537
E1000180,2010/03/08,3.3602
E1000180,2010/03/09,3.3817
E1000180,2010/03/10,3.403
E1000180,2010/03/11,3.4559
E1000180,2010/03/12,3.4526
E1000180,2010/03/15,3.4484
E1000180,2010/03/16,3.4331
E1000180,2010/03/17,3.3829
E1000180,2010/03/18,3.3639
E1000180,2010/03/19,3.3805
E1000180,2010/03/22,3.4216
E1000180,2010/03/23,3.4062
E1000180,2010/03/24,3.3961
E1000180,2010/03/25,3.4168
E1000180,2010/03/26,3.4582
E1000180,2010/03/29,3.4784
E1000180,2010/03/30,3.4959
E1000180,2010/03/31,3.4818
E1000180,2010/04/01,3.4742
E1000180,2010/04/02,3.48
E1000180,2010/04/06,3.5021
E1000180,2010/04/07,3.5182
E1000180,2010/04/08,3.5549
E1000180,2010/04/09,3.5468
E1000180,2010/04/12,3.5343
E1000180,2010/04/13,3.5031
E1000180,2010/04/14,3.5043
E1000180,2010/04/15,3.5071
E1000180,2010/04/16,3.4813
E1000180,2010/04/19,3.4116
E1000180,2010/04/20,3.4086
E1000180,2010/04/21,3.4354
E1000180,2010/04/22,3.4093
E1000180,2010/04/23,3.4106
E1000180,2010/04/26,3.3715
E1000180,2010/04/27,3.3768
E1000180,2010/04/28,3.3456
E1000180,2010/04/29,3.3607
E1000180,2010/04/30,3.3565
E1000180,2010/05/04,3.3826
E1000180,2010/05/05,3.3636
E1000180,2010/05/06,3.3485
E1000180,2010/05/07,3.2721
E1000180,2010/05/10,3.3027
E1000180,2010/05/11,3.2983
E1000180,2010/05/12,3.2781
E1000180,2010/05/13,3.2686
E1000180,2010/05/14,3.2687
E1000180,2010/05/17,3.2257
E1000180,2010/05/18,3.2118
E1000180,2010/05/19,3.1865
E1000180,2010/05/20,3.2078
E1000180,2010/05/21,3.1972
E1000180,2010/05/24,3.2277
E1000180,2010/05/25,3.203
E1000180,2010/05/26,3.2272
E1000180,2010/05/27,3.2416
E1000180,2010/05/28,3.2529
E1000180,2010/05/31,3.243
E1000180,2010/06/01,3.2726
E1000180,2010/06/02,3.2748
E1000180,2010/06/03,3.2478
E1000180,2010/06/04,3.2512
E1000180,2010/06/07,3.226
E1000180,2010/06/08,3.2432
E1000180,2010/06/09,3.2845
E1000180,2010/06/10,3.2891
E1000180,2010/06/11,3.332
E1000180,2010/06/12,3.3282
E1000180,2010/06/13,3.3282
E1000180,2010/06/17,3.3296
E1000180,2010/06/18,3.3836
E1000180,2010/06/21,3.3925
E1000180,2010/06/22,3.3807
E1000180,2010/06/23,3.4129
E1000180,2010/06/24,3.4179
E1000180,2010/06/25,3.3822
E1000180,2010/06/28,3.3435
E1000180,2010/06/29,3.2909
E1000180,2010/06/30,3.279
E1000180,2010/07/01,3.2848
E1000180,2010/07/02,3.2665
E1000180,2010/07/05,3.2517
E1000180,2010/07/06,3.2168
E1000180,2010/07/07,3.2233
E1000180,2010/07/08,3.2382
E1000180,2010/07/09,3.2347
E1000180,2010/07/12,3.2146
E1000180,2010/07/13,3.1767
E1000180,2010/07/14,3.1744
E1000180,2010/07/15,3.1817
E1000180,2010/07/16,3.1976
E1000180,2010/07/19,3.1901
E1000180,2010/07/20,3.2086
E1000180,2010/07/21,3.2144
E1000180,2010/07/22,3.2161
E1000180,2010/07/23,3.2528
E1000180,2010/07/26,3.2813
E1000180,2010/07/27,3.2816
E1000180,2010/07/28,3.2982
E1000180,2010/07/29,3.2993
E1000180,2010/07/30,3.2996
E1000180,2010/08/02,3.3131
E1000180,2010/08/03,3.3105
E1000180,2010/08/04,3.2971
E1000180,2010/08/05,3.2967
E1000180,2010/08/06,3.2922
E1000180,2010/08/09,3.2975
E1000180,2010/08/10,3.2972
E1000180,2010/08/11,3.2685
E1000180,2010/08/12,3.223
E1000180,2010/08/13,3.2374
E1000180,2010/08/16,3.2504
E1000180,2010/08/17,3.2461
E1000180,2010/08/18,3.245
E1000180,2010/08/19,3.2501
E1000180,2010/08/20,3.2389
E1000180,2010/08/23,3.2346
E1000180,2010/08/24,3.2229
E1000180,2010/08/25,3.2154
E1000180,2010/08/26,3.2322
E1000180,2010/08/27,3.2379
E1000180,2010/08/30,3.2304
E1000180,2010/08/31,3.2301
E1000180,2010/09/01,3.2358
E1000180,2010/09/02,3.2418
E1000180,2010/09/03,3.2406
E1000180,2010/09/06,3.258
E1000180,2010/09/07,3.2739
E1000180,2010/09/08,3.2632
E1000180,2010/09/09,3.2681
E1000180,2010/09/10,3.2989
E1000180,2010/09/13,3.3251
E1000180,2010/09/14,3.3205
E1000180,2010/09/15,3.3443
E1000180,2010/09/16,3.3401
E1000180,2010/09/17,3.3504
E1000180,2010/09/19,3.35
E1000180,2010/09/20,3.3388
E1000180,2010/09/21,3.3391
E1000180,2010/09/25,3.3387
E1000180,2010/09/26,3.3428
E1000180,2010/09/27,3.3378
E1000180,2010/09/28,3.3371
E1000180,2010/09/29,3.331
E1000180,2010/09/30,3.3183
E1000180,2010/10/08,3.3342
E1000180,2010/10/09,3.3584
E1000180,2010/10/11,3.404
E1000180,2010/10/12,3.4179
E1000180,2010/10/13,3.4271
E1000180,2010/10/14,3.4275
E1000180,2010/10/15,3.4247
E1000180,2010/10/18,3.4182
E1000180,2010/10/19,3.4205
E1000180,2010/10/20,3.6201
E1000180,2010/10/21,3.637
E1000180,2010/10/22,3.6358
E1000180,2010/10/25,3.6407
E1000180,2010/10/26,3.6944
E1000180,2010/10/27,3.6975
E1000180,2010/10/28,3.6863
E1000180,2010/10/29,3.6821
E1000180,2010/11/01,3.6941
E1000180,2010/11/02,3.7497
E1000180,2010/11/03,3.8113
E1000180,2010/11/04,3.8434
E1000180,2010/11/05,3.8458
E1000180,2010/11/08,3.8392
E1000180,2010/11/09,3.8445
E1000180,2010/11/10,3.9204
E1000180,2010/11/11,3.953
E1000180,2010/11/12,3.9534
E1000180,2010/11/15,3.945
E1000180,2010/11/16,3.9065
E1000180,2010/11/17,3.86
E1000180,2010/11/18,3.8336
E1000180,2010/11/19,3.87
E1000180,2010/11/22,3.9161
E1000180,2010/11/23,3.9317
E1000180,2010/11/24,3.9533
E1000180,2010/11/25,3.9674
E1000180,2010/11/26,4.0123
E1000180,2010/11/29,3.9959
E1000180,2010/11/30,3.971
E1000180,2010/12/01,3.8919
E1000180,2010/12/02,3.8609
E1000180,2010/12/03,3.8699
E1000180,2010/12/06,3.8696
E1000180,2010/12/07,3.8435
E1000180,2010/12/08,3.8609
E1000180,2010/12/09,3.9023
E1000180,2010/12/10,3.8888
E1000180,2010/12/13,3.8509
E1000180,2010/12/14,3.8521
E1000180,2010/12/15,3.815
E1000180,2010/12/16,3.8044
E1000180,2010/12/17,3.8058
E1000180,2010/12/20,3.785
E1000180,2010/12/21,3.7956
E1000180,2010/12/22,3.8004
E1000180,2010/12/23,3.8108
E1000180,2010/12/24,3.8136
E1000180,2010/12/27,3.8913
E1000180,2010/12/28,3.9118
E1000180,2010/12/29,3.9019
E1000180,2010/12/30,3.88
E1000180,2010/12/31,3.8799
E1000180,2011/01/04,3.8606
E1000180,2011/01/05,3.8132
E1000180,2011/01/06,3.8339
E1000180,2011/01/07,3.8237
E1000180,2011/01/10,3.8449
E1000180,2011/01/11,3.8703
E1000180,2011/01/12,3.855
E1000180,2011/01/13,3.8831
E1000180,2011/01/14,3.9156
E1000180,2011/01/17,3.9651
E1000180,2011/01/18,3.9954
E1000180,2011/01/19,3.9752
E1000180,2011/01/20,3.9749
E1000180,2011/01/21,3.9837
E1000180,2011/01/24,3.9918
E1000180,2011/01/25,4.0152
E1000180,2011/01/26,3.9991
E1000180,2011/01/27,4.0058
E1000180,2011/01/28,4.0096
E1000180,2011/01/30,4.01
E1000180,2011/01/31,4.0187
E1000180,2011/02/01,4.0186
E1000180,2011/02/09,4.1006
E1000180,2011/02/10,4.1158
E1000180,2011/02/11,4.1062
E1000180,2011/02/12,4.1087
E1000180,2011/02/14,4.0552
E1000180,2011/02/15,4.0454
E1000180,2011/02/16,4.045
E1000180,2011/02/17,4.0449
E1000180,2011/02/18,4.045
E1000180,2011/02/21,4.0702
E1000180,2011/02/22,4.04
E1000180,2011/02/23,3.9946
E1000180,2011/02/24,3.9132
E1000180,2011/02/25,3.9566
E1000180,2011/02/28,3.9314
E1000180,2011/03/01,3.9259
E1000180,2011/03/02,3.9233
E1000180,2011/03/03,3.9279
E1000180,2011/03/04,3.9388
E1000180,2011/03/07,3.9351
E1000180,2011/03/08,3.9078
E1000180,2011/03/09,3.8879
E1000180,2011/03/10,3.9321
E1000180,2011/03/11,3.9328
E1000180,2011/03/14,3.9074
E1000180,2011/03/15,3.8659
E1000180,2011/03/16,3.86
E1000180,2011/03/17,3.8326
E1000180,2011/03/18,3.8489
E1000180,2011/03/21,3.8774
E1000180,2011/03/22,3.8987
E1000180,2011/03/23,3.9037
E1000180,2011/03/24,3.8762
E1000180,2011/03/25,3.8714
E1000180,2011/03/28,3.8807
E1000180,2011/03/29,3.9044
E1000180,2011/03/30,3.9069
E1000180,2011/03/31,3.912
E1000180,2011/04/01,3.9126
E1000180,2011/04/02,3.9078
E1000180,2011/04/06,3.9203
E1000180,2011/04/07,3.9167
E1000180,2011/04/08,3.9081
E1000180,2011/04/11,3.8928
E1000180,2011/04/12,3.87
E1000180,2011/04/13,3.8703
E1000180,2011/04/14,3.8707
E1000180,2011/04/15,3.8709
E1000180,2011/04/18,3.896
E1000180,2011/04/19,3.8911
E1000180,2011/04/20,3.8913
E1000180,2011/04/21,3.8912
E1000180,2011/04/22,3.8966
E1000180,2011/04/25,3.8961
E1000180,2011/04/26,3.896
E1000180,2011/04/27,3.8812
E1000180,2011/04/28,3.87
E1000180,2011/04/29,3.8713
E1000180,2011/05/03,3.8752
E1000180,2011/05/04,3.8772
E1000180,2011/05/05,3.8715
E1000180,2011/05/06,3.8308
E1000180,2011/05/09,3.8378
E1000180,2011/05/10,3.8326
E1000180,2011/05/11,3.8334
E1000180,2011/05/12,3.8211
E1000180,2011/05/13,3.8363
E1000180,2011/05/16,3.8432
E1000180,2011/05/17,3.8318
E1000180,2011/05/18,3.8338
E1000180,2011/05/19,3.8309
E1000180,2011/05/20,3.8429
E1000180,2011/05/23,3.84
E1000180,2011/05/24,3.8414
E1000180,2011/05/25,3.8382
E1000180,2011/05/26,3.8352
E1000180,2011/05/27,3.8217
E1000180,2011/05/30,3.8256
E1000180,2011/05/31,3.8311
E1000180,2011/06/01,3.8311
E1000180,2011/06/02,3.8337
E1000180,2011/06/03,3.8337
E1000180,2011/06/07,3.8341
E1000180,2011/06/08,3.8572
E1000180,2011/06/09,3.8726
E1000180,2011/06/10,3.894
E1000180,2011/06/13,3.9036
E1000180,2011/06/14,3.9406
E1000180,2011/06/15,3.9986
E1000180,2011/06/16,3.9839
E1000180,2011/06/17,3.9803
E1000180,2011/06/20,3.9413
E1000180,2011/06/21,3.9003
E1000180,2011/06/22,3.9555
E1000180,2011/06/23,3.9691
E1000180,2011/06/24,3.8963
E1000180,2011/06/27,3.8703
E1000180,2011/06/28,3.88
E1000180,2011/06/29,3.8833
E1000180,2011/06/30,3.8857
E1000180,2011/07/01,3.8775
E1000180,2011/07/04,3.8842
E1000180,2011/07/05,3.8909
E1000180,2011/07/06,3.9116
E1000180,2011/07/07,3.9021
E1000180,2011/07/08,3.8881
E1000180,2011/07/11,3.8923
E1000180,2011/07/12,3.8899
E1000180,2011/07/13,3.8913
E1000180,2011/07/14,3.9204
E1000180,2011/07/15,3.9278
E1000180,2011/07/18,3.9558
E1000180,2011/07/19,4.0088
E1000180,2011/07/20,4.0715
E1000180,2011/07/21,4.0889
E1000180,2011/07/22,4.0671
E1000180,2011/07/25,4.0663
E1000180,2011/07/26,4.0753
E1000180,2011/07/27,4.0855
E1000180,2011/07/28,4.0627
E1000180,2011/07/29,4.0477
E1000180,2011/08/01,4.0502
E1000180,2011/08/02,4.0615
E1000180,2011/08/03,4.1201
E1000180,2011/08/04,4.0911
E1000180,2011/08/05,4.0423
E1000180,2011/08/08,4.0007
E1000180,2011/08/09,3.9554
E1000180,2011/08/10,3.9639
E1000180,2011/08/11,3.9291
E1000180,2011/08/12,3.9268
E1000180,2011/08/15,3.9231
E1000180,2011/08/16,3.9492
E1000180,2011/08/17,3.9432
E1000180,2011/08/18,3.956
E1000180,2011/08/19,3.9331
E1000180,2011/08/22,3.9325
E1000180,2011/08/23,3.9356
E1000180,2011/08/24,3.9501
E1000180,2011/08/25,3.975
E1000180,2011/08/26,3.9886
E1000180,2011/08/29,4.0994
E1000180,2011/08/30,4.1303
E1000180,2011/08/31,4.105
E1000180,2011/09/01,4.0708
E1000180,2011/09/02,4.07
E1000180,2011/09/05,4.0501
E1000180,2011/09/06,4.0107
E1000180,2011/09/07,4.05
E1000180,2011/09/08,4.065
E1000180,2011/09/09,4.0452
E1000180,2011/09/13,4.0208
E1000180,2011/09/14,4.021
E1000180,2011/09/15,4.0495
E1000180,2011/09/16,4.0752
E1000180,2011/09/19,4.0801
E1000180,2011/09/20,4.0801
E1000180,2011/09/21,4.0908
E1000180,2011/09/22,4.0676
E1000180,2011/09/23,3.9662
E1000180,2011/09/26,3.8878
E1000180,2011/09/27,3.9158
E1000180,2011/09/28,3.9203
E1000180,2011/09/29,3.884
E1000180,2011/09/30,3.8605
E1000180,2011/10/08,3.8605
E1000180,2011/10/09,3.8056
E1000180,2011/10/10,3.7706
E1000180,2011/10/11,3.7593
E1000180,2011/10/12,3.8005
E1000180,2011/10/13,3.8205
E1000180,2011/10/14,3.7707
E1000180,2011/10/17,3.7906
E1000180,2011/10/18,3.7407
E1000180,2011/10/19,3.7311
E1000180,2011/10/20,3.7266
E1000180,2011/10/21,3.7385
E1000180,2011/10/24,3.7533
E1000180,2011/10/25,3.796
E1000180,2011/10/26,3.7918
E1000180,2011/10/27,3.8032
E1000180,2011/10/28,3.787
E1000180,2011/10/31,3.7607
E1000180,2011/11/01,3.7395
E1000180,2011/11/02,3.7208
E1000180,2011/11/03,3.7233
E1000180,2011/11/04,3.7158
E1000180,2011/11/07,3.7333
E1000180,2011/11/08,3.6988
E1000180,2011/11/09,3.6436
E1000180,2011/11/10,3.5563
E1000180,2011/11/11,3.5916
E1000180,2011/11/14,3.5807
E1000180,2011/11/15,3.6563
E1000180,2011/11/16,3.626
E1000180,2011/11/17,3.636
E1000180,2011/11/18,3.6412
E1000180,2011/11/21,3.6598
E1000180,2011/11/22,3.6412
E1000180,2011/11/23,3.5914
E1000180,2011/11/24,3.6103
E1000180,2011/11/25,3.6115
E1000180,2011/11/28,3.6402
E1000180,2011/11/29,3.6315
E1000180,2011/11/30,3.6091
E1000180,2011/12/01,3.5005
E1000180,2011/12/02,3.472
E1000180,2011/12/05,3.442
E1000180,2011/12/06,3.479
E1000180,2011/12/07,3.489
E1000180,2011/12/08,3.4953
E1000180,2011/12/09,3.4817
E1000180,2011/12/12,3.4927
E1000180,2011/12/13,3.4982
E1000180,2011/12/14,3.4807
E1000180,2011/12/15,3.489
E1000180,2011/12/16,3.4637
E1000180,2011/12/19,3.4702
E1000180,2011/12/20,3.4655
E1000180,2011/12/21,3.4709
E1000180,2011/12/22,3.4752
E1000180,2011/12/23,3.4803
E1000180,2011/12/26,3.4653
E1000180,2011/12/27,3.4603
E1000180,2011/12/28,3.4603
E1000180,2011/12/29,3.4453
E1000180,2011/12/30,3.4303
E1000180,2011/12/31,3.4211
E1000180,2012/01/04,3.4395
E1000180,2012/01/05,3.4304
E1000180,2012/01/06,3.397
E1000180,2012/01/09,3.3806
E1000180,2012/01/10,3.403
E1000180,2012/01/11,3.4208
E1000180,2012/01/12,3.402
E1000180,2012/01/13,3.4108
E1000180,2012/01/16,3.4233
E1000180,2012/01/17,3.4045
E1000180,2012/01/18,3.3957
E1000180,2012/01/19,3.3758
E1000180,2012/01/20,3.3808
E1000180,2012/01/21,3.3811
E1000180,2012/01/29,3.3812
E1000180,2012/01/30,3.4005
E1000180,2012/01/31,3.4064
E1000180,2012/02/01,3.4318
E1000180,2012/02/02,3.441
E1000180,2012/02/03,3.436
E1000180,2012/02/06,3.4785
E1000180,2012/02/07,3.481
E1000180,2012/02/08,3.5098
E1000180,2012/02/09,3.5409
E1000180,2012/02/10,3.521
E1000180,2012/02/13,3.5148
E1000180,2012/02/14,3.516
E1000180,2012/02/15,3.5335
E1000180,2012/02/16,3.5361
E1000180,2012/02/17,3.5361
E1000180,2012/02/20,3.5116
E1000180,2012/02/21,3.5164
E1000180,2012/02/22,3.5276
E1000180,2012/02/23,3.5254
E1000180,2012/02/24,3.5164
E1000180,2012/02/27,3.5501
E1000180,2012/02/28,3.5464
E1000180,2012/02/29,3.534
E1000180,2012/03/01,3.55
E1000180,2012/03/02,3.5616
E1000180,2012/03/05,3.5614
E1000180,2012/03/06,3.5465
E1000180,2012/03/07,3.5316
E1000180,2012/03/08,3.5316
E1000180,2012/03/09,3.5367
E1000180,2012/03/12,3.5242
E1000180,2012/03/13,3.5401
E1000180,2012/03/14,3.5451
E1000180,2012/03/15,3.5589
E1000180,2012/03/16,3.5483
E1000180,2012/03/19,3.559
E1000180,2012/03/20,3.5601
E1000180,2012/03/21,3.5608
E1000180,2012/03/22,3.5502
E1000180,2012/03/23,3.5267
E1000180,2012/03/26,3.5247
E1000180,2012/03/27,3.5403
E1000180,2012/03/28,3.5223
E1000180,2012/03/29,3.5143
E1000180,2012/03/30,3.5054
E1000180,2012/03/31,3.5004
E1000180,2012/04/01,3.5204
E1000180,2012/04/05,3.5191
E1000180,2012/04/06,3.5203
E1000180,2012/04/09,3.5352
E1000180,2012/04/10,3.5366
E1000180,2012/04/11,3.5308
E1000180,2012/04/12,3.5407
E1000180,2012/04/13,3.5277
E1000180,2012/04/16,3.5318
E1000180,2012/04/17,3.5291
E1000180,2012/04/18,3.5366
E1000180,2012/04/19,3.5518
E1000180,2012/04/20,3.5414
E1000180,2012/04/23,3.5407
E1000180,2012/04/24,3.5302
E1000180,2012/04/25,3.5369
E1000180,2012/04/26,3.5357
E1000180,2012/04/27,3.5389
E1000180,2012/04/28,3.5391
E1000180,2012/05/02,3.5449
E1000180,2012/05/03,3.5454
E1000180,2012/05/04,3.5512
E1000180,2012/05/07,3.5518
E1000180,2012/05/08,3.552
E1000180,2012/05/09,3.5414
E1000180,2012/05/10,3.5287
E1000180,2012/05/11,3.4907
E1000180,2012/05/14,3.4461
E1000180,2012/05/15,3.405
E1000180,2012/05/16,3.3618
E1000180,2012/05/17,3.4116
E1000180,2012/05/18,3.3614
E1000180,2012/05/21,3.3866
E1000180,2012/05/22,3.3948
E1000180,2012/05/23,3.3825
E1000180,2012/05/24,3.3619
E1000180,2012/05/25,3.3019
E1000180,2012/05/28,3.3418
E1000180,2012/05/29,3.3718
E1000180,2012/05/30,3.3766
E1000180,2012/05/31,3.3443
E1000180,2012/06/01,3.3416
E1000180,2012/06/04,3.3469
E1000180,2012/06/05,3.3568
E1000180,2012/06/06,3.36
E1000180,2012/06/07,3.3751
E1000180,2012/06/08,3.3101
E1000180,2012/06/11,3.3491
E1000180,2012/06/12,3.3747
E1000180,2012/06/13,3.3909
E1000180,2012/06/14,3.4009
E1000180,2012/06/15,3.3932
E1000180,2012/06/18,3.4107
E1000180,2012/06/19,3.4093
E1000180,2012/06/20,3.4101
E1000180,2012/06/21,3.4001
E1000180,2012/06/25,3.3677
E1000180,2012/06/26,3.3653
E1000180,2012/06/27,3.3252
E1000180,2012/06/28,3.3253
E1000180,2012/06/29,3.3253
E1000180,2012/07/02,3.3353
E1000180,2012/07/03,3.3204
E1000180,2012/07/04,3.3195
E1000180,2012/07/05,3.3193
E1000180,2012/07/06,3.296
E1000180,2012/07/09,3.2709
E1000180,2012/07/10,3.2549
E1000180,2012/07/11,3.2398
E1000180,2012/07/12,3.2502
E1000180,2012/07/13,3.2591
E1000180,2012/07/16,3.2752
E1000180,2012/07/17,3.285
E1000180,2012/07/18,3.2858
E1000180,2012/07/19,3.286
E1000180,2012/07/20,3.281
E1000180,2012/07/23,3.276
E1000180,2012/07/24,3.2759
E1000180,2012/07/25,3.276
E1000180,2012/07/26,3.2763
E1000180,2012/07/27,3.2764
E1000180,2012/07/30,3.2755
E1000180,2012/07/31,3.2915
E1000180,2012/08/01,3.2921
E1000180,2012/08/02,3.2861
E1000180,2012/08/03,3.2902
E1000180,2012/08/06,3.31
E1000180,2012/08/07,3.33
E1000180,2012/08/08,3.3545
E1000180,2012/08/09,3.3023
E1000180,2012/08/10,3.2825
E1000180,2012/08/13,3.3029
E1000180,2012/08/14,3.3105
E1000180,2012/08/15,3.3402
E1000180,2012/08/16,3.3467
E1000180,2012/08/17,3.3342
E1000180,2012/08/20,3.3564
E1000180,2012/08/21,3.3578
E1000180,2012/08/22,3.3935
E1000180,2012/08/23,3.3702
E1000180,2012/08/24,3.3364
E1000180,2012/08/27,3.3498
E1000180,2012/08/28,3.3634
E1000180,2012/08/29,3.3943
E1000180,2012/08/30,3.3904
E1000180,2012/08/31,3.3928
E1000180,2012/09/03,3.4001
E1000180,2012/09/04,3.3836
E1000180,2012/09/05,3.3887
E1000180,2012/09/06,3.3963
E1000180,2012/09/07,3.4162
E1000180,2012/09/10,3.4611
E1000180,2012/09/11,3.4714
E1000180,2012/09/12,3.4909
E1000180,2012/09/13,3.4834
E1000180,2012/09/14,3.5485
E1000180,2012/09/17,3.5717
E1000180,2012/09/18,3.5216
E1000180,2012/09/19,3.5166
E1000180,2012/09/20,3.5171
E1000180,2012/09/21,3.4998
E1000180,2012/09/24,3.4956
E1000180,2012/09/25,3.4676
E1000180,2012/09/26,3.4444
E1000180,2012/09/27,3.4525
E1000180,2012/09/28,3.4575
E1000180,2012/09/29,3.4574
E1000180,2012/10/08,3.4814
E1000180,2012/10/09,3.4921
E1000180,2012/10/10,3.5036
E1000180,2012/10/11,3.499
E1000180,2012/10/12,3.4807
E1000180,2012/10/15,3.473
E1000180,2012/10/16,3.4903
E1000180,2012/10/17,3.5036
E1000180,2012/10/18,3.519
E1000180,2012/10/19,3.535
E1000180,2012/10/22,3.5293
E1000180,2012/10/23,3.5454
E1000180,2012/10/24,3.5478
E1000180,2012/10/25,3.5672
E1000180,2012/10/26,3.5727
E1000180,2012/10/29,3.5668
E1000180,2012/10/30,3.5648
E1000180,2012/10/31,3.5739
E1000180,2012/11/01,3.5984
E1000180,2012/11/02,3.5852
E1000180,2012/11/05,3.5872
E1000180,2012/11/06,3.5771
E1000180,2012/11/07,3.5644
E1000180,2012/11/08,3.5609
E1000180,2012/11/09,3.5594
E1000180,2012/11/12,3.5585
E1000180,2012/11/13,3.547
E1000180,2012/11/14,3.5356
E1000180,2012/11/15,3.5279
E1000180,2012/11/16,3.5133
E1000180,2012/11/19,3.501
E1000180,2012/11/20,3.5111
E1000180,2012/11/21,3.5205
E1000180,2012/11/22,3.5357
E1000180,2012/11/23,3.5428
E1000180,2012/11/26,3.5511
E1000180,2012/11/27,3.557
E1000180,2012/11/28,3.5535
E1000180,2012/11/29,3.5311
E1000180,2012/11/30,3.5332
E1000180,2012/12/03,3.5397
E1000180,2012/12/04,3.5498
E1000180,2012/12/05,3.5622
E1000180,2012/12/06,3.558
E1000180,2012/12/07,3.5689
E1000180,2012/12/10,3.5707
E1000180,2012/12/11,3.5658
E1000180,2012/12/12,3.5666
E1000180,2012/12/13,3.5649
E1000180,2012/12/14,3.5781
E1000180,2012/12/17,3.5814
E1000180,2012/12/18,3.5843
E1000180,2012/12/19,3.5942
E1000180,2012/12/20,3.6086
E1000180,2012/12/21,3.606
E1000180,2012/12/24,3.6009
E1000180,2012/12/25,3.5955
E1000180,2012/12/26,3.5925
E1000180,2012/12/27,3.5803
E1000180,2012/12/28,3.5752
E1000180,2012/12/31,3.5738
E1000180,2013/01/04,3.6062
E1000180,2013/01/05,3.6003
E1000180,2013/01/06,3.595
E1000180,2013/01/07,3.5965
E1000180,2013/01/08,3.5943
E1000180,2013/01/09,3.575
E1000180,2013/01/10,3.595
E1000180,2013/01/11,3.5999
E1000180,2013/01/14,3.6023
E1000180,2013/01/15,3.6008
E1000180,2013/01/16,3.6047
E1000180,2013/01/17,3.5986
E1000180,2013/01/18,3.5834
E1000180,2013/01/21,3.5743
E1000180,2013/01/22,3.5705
E1000180,2013/01/23,3.5682
E1000180,2013/01/24,3.5816
E1000180,2013/01/25,3.5837
E1000180,2013/01/28,3.6042
E1000180,2013/01/29,3.6116
E1000180,2013/01/30,3.6053
E1000180,2013/01/31,3.6054
E1000180,2013/02/01,3.6004
E1000180,2013/02/04,3.6016
E1000180,2013/02/05,3.591
E1000180,2013/02/06,3.5922
E1000180,2013/02/07,3.5928
E1000180,2013/02/08,3.5859
E1000180,2013/02/16,3.5922
E1000180,2013/02/17,3.5847
E1000180,2013/02/18,3.5929
E1000180,2013/02/19,3.5931
E1000180,2013/02/20,3.5632
E1000180,2013/02/21,3.5623
E1000180,2013/02/22,3.5708
E1000180,2013/02/25,3.5821
E1000180,2013/02/26,3.5948
E1000180,2013/02/27,3.5904
E1000180,2013/02/28,3.5957
E1000180,2013/03/01,3.5878
E1000180,2013/03/04,3.5785
E1000180,2013/03/05,3.576
E1000180,2013/03/06,3.5802
E1000180,2013/03/07,3.5813
E1000180,2013/03/08,3.5816
E1000180,2013/03/11,3.583
E1000180,2013/03/12,3.5897
E1000180,2013/03/13,3.5898
E1000180,2013/03/14,3.5919
E1000180,2013/03/15,3.5919
E1000180,2013/03/18,3.5971
E1000180,2013/03/19,3.5922
E1000180,2013/03/20,3.5722
E1000180,2013/03/21,3.5819
E1000180,2013/03/22,3.5816
E1000180,2013/03/25,3.577
E1000180,2013/03/26,3.5717
E1000180,2013/03/27,3.5611
E1000180,2013/03/28,3.5505
E1000180,2013/03/29,3.5392
E1000180,2013/04/01,3.5303
E1000180,2013/04/02,3.5106
E1000180,2013/04/03,3.5005
